TIPO,VIA,TRATTI,CIRC.,FREQ.,LUN,MAR,MER,GIO,VEN,SAB,ITINERARIO,SEDE
VICOLO,LO VECCHIO MATTEO,,1,sett.,,,,x,,,C1S17,CAMPISI
CORTILE,LO VERDE (V R.MUZIO SALVO),,8,sett.,,x,,,,,C8S02,STRAZZERI
VIA,LO VERDE GIACOMO,,8,sett.,x,,,,,,C8S31,MOZART
VIA,LOMBARDI ELIODORO,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
VIA,LOMBARDIA,,8,bisett.,x,,,x,,,C8B39,MOZART
VICOLO,LOMBARDO,,1,bisett.,,x,,,x,,C1B17,CAMPISI
VIA,LORIA RUGGERO,Juvara - Don Orione,8,bisett.,,,x,,,x,C8B14,STRAZZERI
VIA,LORIA RUGGERO,Montepellegrino - Juvara,8,bisett.,,x,,,x,,C8B15,STRAZZERI
VIA,LUCANIA,,8,sett.,,,x,,,,C8S39,MOZART
CORTILE,LUCIA,,1,sett.,,,,,,x,C1S13,CAMPISI
VIA,LUCIFORA GIOVANNI,,1,giorn.,x,x,x,x,x,x,C1G07,STRAZZERI
VIA,LULLI GIOVAN BATTISTA,,8,trisett.,,x,,x,,x,C8T27,MOZART
VIA,LUNGARINI,,1,bisett.,x,,,x,,,C1B04,INGHAM
VICOLO,LUNGARINI,,1,bisett.,x,,,x,,,C1B04,INGHAM
VICOLO,LUNGO (1),,1,giorn.,x,x,x,x,x,x,C1G09,STRAZZERI
VIA,LUTHER KING MARTIN,,8,sett.,,,,,x,,C8S12,MOZART
VIA,M. 40,,8,sett.,x,,,,,,C8S01,STRAZZERI
DISCESA,MACCHERONAI,,1,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
VICOLO,MADONNA,,1,sett.,,,x,,,,C1S10,CAMPISI
VICOLO,MADONNA DEI TRAVICELLI,,1,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
VICOLO,MADONNA DEL CASSARO,,1,trisett.,,x,,x,,x,C1T07,INGHAM
CORTILE,MADONNA DELLA LETTERA,,1,bisett.,,,x,,,x,C1B18,CAMPISI
ARCO,MADONNA DELLA VOLTA,,1,sett.,x,,,,,,C1S14,CAMPISI
VICOLO,MADONNA DELLA VOLTA,,1,sett.,x,,,,,,C1S14,CAMPISI
VIA,MADRE CARMELA PRESTIGIACOMO,,8,sett.,x,,,,,,C8S13,STRAZZERI
VIA,MAESTRI D'ACQUA,,1,bisett.,,,x,,,x,C1B03,INGHAM
VICOLO,MAESTRO CRISTOFARO,,1,sett.,,,,,,x,C1S06,STRAZZERI
PIAZZA,MAGIONE,,1,giorn.,x,x,x,x,x,x,C1G03,INGHAM
VIA,MAGIONE,,1,trisett.,x,,x,,x,,C1T04,INGHAM
VIA,MAGLIOCCO VINCENZO GEN.,,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,MAGNISI,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
VIA,MAIORANA,,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,MAIORE FRANCESCO,,8,bisett.,x,,,x,,,C8B20,MOZART
VIA,MAIRA ARTURO,,8,bisett.,x,,,x,,,C8B20,MOZART
VIA,MAJALI GIULIANO,,1,bisett.,x,,,x,,,C1B13,CAMPISI
CORTILE,MALASPINA,,8,sett.,,,x,,,,C8S27,MOZART
PIAZZA,MALASPINA,,8,trisett.,x,,x,,x,,C8T28,MOZART
VIA,MALASPINA,Tosti - Ziino,8,trisett.,,x,,x,,x,C8T27,MOZART
VIA,MALASPINA,da FFSS a P.zza Virgilio,8,bisett.,,x,,,x,,C8B27,STRAZZERI
VIA,MALETTO,P.zza S. Francesco - P.tta Resuttana,1,giorn.,x,x,x,x,x,x,C1G04,INGHAM
VIA,MALETTO,Via Lungarini - P.tta Resuttana,1,bisett.,x,,,x,,,C1B04,INGHAM
VIA,MALTA,,1,trisett.,,x,,x,,x,C1T07,INGHAM
PIAZZA,MAMELI GOFFREDO,,8,trisett.,x,,x,,x,,C8T15,STRAZZERI
VIA,MANDANICI PLACIDO,,8,bisett.,,,x,,,x,C8B53,MOZART
VIA,MANIN,Libertà - Calvi,8,trisett.,,x,,x,,x,C8T07,STRAZZERI
VIA,MANIN,Calvi - Orsini,8,bisett.,x,,,x,,,C8B10,STRAZZERI
VIA,MANTEGNA ANDREA,,8,sett.,x,,,,,,C8S31,MOZART
VIA,MANZONI ALESSANDRO,,1,bisett.,,,x,,,x,C1B03,INGHAM
VIA,MAQUEDA,bretella laterale da Spinuzza a Via Bara all'Olivella,1,giorn.,x,x,x,x,x,x,C1G12,STRAZZERI
VIA,MAQUEDA,Vittorio Emanuele - Cavour,1,giorn.,x,x,x,x,x,x,C1G12,STRAZZERI
VIA,MAQUEDA,Calderai - Vittorio Emanuele,1,giorn.,x,x,x,x,x,x,C1G16,CAMPISI
VIA,MAQUEDA,P.zza S. Antonino - Calderai,1,trisett.,x,,x,,x,,C1T01,CAMPISI
VIA,MARABITTI,,8,sett.,,,x,,,,C8S15,STRAZZERI
VIA,MARCELLO BENEDETTO,,8,sett.,x,,,,,,C8S25,MOZART
PIAZZETTA,MARCHESE AREZZO,,1,giorn.,x,x,x,x,x,x,C1G16,CAMPISI
PIAZZA,MARCHESE DI REGALMICI,due cantoni lato Politeama,8,giorn.,x,x,x,x,x,x,C8G01,STRAZZERI
VIA,MARCHESE DI ROCCAFORTE,,8,giorn.,x,x,x,x,x,x,C8G11,MOZART
VIALE,MARCHESE DI VILLABIANCA,Cordova - Alessi (corsia laterale lato monte Pellegrino),8,giorn.,x,x,x,x,x,x,C8G11,MOZART
VIALE,MARCHESE DI VILLABIANCA,Alessi - Streva (corsia laterale lato monte Pellegrino),8,trisett.,,x,,x,,x,C8T17,MOZART
VIALE,MARCHESE DI VILLABIANCA,Cordova - Streva (corsia laterale lato libertà),8,trisett.,,x,,x,,x,C8T17,MOZART
VIALE,MARCHESE DI VILLABIANCA,Duca della Verdura - Streva,8,giorn.,x,x,x,x,x,x,C8G10,STRAZZERI
VIA,MARCHESE UGO,Notarbartolo - Scalia,8,trisett.,x,,x,,x,,C8T15,STRAZZERI
VIA,MARCHESE UGO,P.za Mordini - P.za Scalia,8,giorn.,x,x,x,x,x,x,C8G08,STRAZZERI
VIA,MARCHESI SALVATORE,,8,bisett.,,,x,,,x,C8B50,MOZART
VIA,MARCONI GUGLIELMO,Lolli - Cusmano,8,sett.,,,,,,x,C8S06,STRAZZERI
VIA,MARCONI GUGLIELMO,Cusmano - Villafranca,8,bisett.,x,,,x,,,C8B29,STRAZZERI
PIAZZA,MARINA,,1,giorn.,x,x,x,x,x,x,C1G05,INGHAM
VICOLO,MARMI,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VICOLO,MARMORAI,,1,sett.,,,,x,,,C1S11,CAMPISI
VICOLO,MAROTTA,,1,bisett.,,,x,,,x,C1B18,CAMPISI
VIA,MARSALA,,8,bisett.,x,,,x,,,C8B26,STRAZZERI
VICOLO,MARTELLO,,1,sett.,,,,x,,,C1S17,CAMPISI
VICOLO,MARTINEZ,,1,bisett.,,,x,,,x,C1B05,INGHAM
VIA,MARTOGLIO NINO,,1,sett.,,,x,,,,C1S10,CAMPISI
VIA,MARTURANO RUGGERO,Rizzo - Denti Di Piraino,8,sett.,,x,,,,,C8S20,MOZART
VIA,MARTURANO RUGGERO,da Castellana Bandiera,8,sett.,x,,,,,,C8S19,MOZART
VIA,MARVUGLIA VENANZIO,Bagolino - Loria,8,sett.,,,x,,,,C8S15,STRAZZERI
VIA,MARVUGLIA VENANZIO,Impastato - Cantieri,8,bisett.,,x,,,x,,C8B11,STRAZZERI
DISCESA,MASANIELLO,,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
VIA,MASCAGNI PIETRO,,8,sett.,,x,,,,,C8S26,MOZART
VICOLO,MASSI,,1,sett.,,,,,x,,C1S12,CAMPISI
VIA,MASTRANGELO RUGGERO,,1,sett.,x,,,,,,C1S08,CAMPISI
VIA,MATERA FRANCESCO,,1,trisett.,,x,,x,,x,C1T13,STRAZZERI
VIA,MATERASSAI,,1,bisett.,,x,,,x,,C1B07,STRAZZERI
VIA,MATTARELLA PIERSANTI,(compreso villetta angolo via Nigra),8,trisett.,x,,x,,x,,C8T15,STRAZZERI
VICOLO,MAZZARESI,,1,bisett.,,x,,,x,,C1B02,INGHAM
VIA,MAZZINI,,8,giorn.,x,x,x,x,x,x,C8G07,STRAZZERI
VIA,MECCIO SALVATORE,,8,bisett.,,x,,,x,,C8B31,STRAZZERI
PIAZZA,MELI GIOVANNI,,1,giorn.,x,x,x,x,x,x,C1G06,STRAZZERI
VIA,MELI GIOVANNI,P.za Meli - V.lo Cassarelli,1,giorn.,x,x,x,x,x,x,C1G06,STRAZZERI
VIA,MELI GIOVANNI,P.za S. Domenico - P.za Meli,1,giorn.,x,x,x,x,x,x,C1G06,STRAZZERI
VIA,MERLO,,1,trisett.,,x,,x,,x,C1T06,INGHAM
PIAZZA,MESCHITA,,1,sett.,x,,,,,,C1S08,CAMPISI
VICOLO,MESCHITA,,1,sett.,x,,,,,,C1S08,CAMPISI
VIA,MESSINA,,8,trisett.,x,,x,,x,,C8T10,STRAZZERI
VIA,MEUCCI ANTONIO,,8,sett.,,,x,,,,C8S27,MOZART
VICOLO,MEZZANI,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
VICOLO,MEZZOJUSO,,1,bisett.,,,x,,,x,C1B03,INGHAM
VIA,MIGLIACCIO MARIANO,Da Vinci - Escrivà,8,bisett.,,,x,,,x,C8B57,MOZART
VIA,MIGLIACCIO MARIANO,Escrivà - Scobar,8,sett.,,,,,x,,C8S29,MOZART
VIA,MIGNOSI PIETRO,,1,sett.,,,x,,,,C1S10,CAMPISI
VIA,MILANO,,1,bisett.,,,x,,,x,C1B03,INGHAM
VIA,MIRA GIOVANNI,,1,sett.,,,x,,,,C1S10,CAMPISI
CORTILE,MIRABELLA,,1,sett.,,,,,,x,C1S06,STRAZZERI
VIA,MIRAGLIA MICHELE,Amari - P.pe di Belmonte,8,bisett.,,x,,,x,,C8B05,STRAZZERI
VIA,MIRAGLIA MICHELE,tratto con accesso da via Stabile,8,bisett.,,x,,,x,,C8B02,STRAZZERI
VIA,MOBILIERI,,1,sett.,,,,,x,,C1S05,STRAZZERI
VIA,MOLINARI BERNARDINO,,8,sett.,,,,x,,,C8S28,MOZART
VIA,MOLISE,,8,sett.,,,x,,,,C8S39,MOZART
VICOLO,MONACELLI,,1,sett.,x,,,,,,C1S01,STRAZZERI
VIA,MONDINI RAFFAELLO,,8,bisett.,,x,,,x,,C8B18,STRAZZERI
VIA,MONGERBINO,D'Arezzo - Zappalà,8,bisett.,x,,,x,,,C8B38,MOZART
VIA,MONGERBINO,Zappala - Delle Alpi,8,sett.,,,,,,x,C8S35,MOZART
VIA,MONGITORE ANTONINO,,1,bisett.,,,x,,,x,C1B15,CAMPISI
VIA,MONTALBO,Montepellegrino - Da Messina,8,bisett.,,,x,,,x,C8B16,STRAZZERI
VIA,MONTALBO,Da Messina - Barca,8,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
VIA,MONTALBO,Barca - Gulì Simone,8,bisett.,,,x,,,x,C8B12,STRAZZERI
PIAZZA,MONTE DI PIETA',,1,giorn.,x,x,x,x,x,x,C1G11,STRAZZERI
VIA,MONTE ERCTA,S. Rosalia alla Statua - Belvedere,8,trisett.,,x,,x,,x,C8T30,PARTANNA
VIA,MONTE LE MERLE,,8,bisett.,,,x,,,x,C8B40,MOZART
PIAZZA,MONTE S.ROSALIA,,1,sett.,,,,x,,,C1S07,STRAZZERI
VIA,MONTE S.ROSALIA,,1,sett.,,,,x,,,C1S07,STRAZZERI
CORTILE,MONTECHIARO (1),,8,sett.,,,,,,x,C8S24,STRAZZERI
CORTILE,MONTECHIARO (2),,8,sett.,,,,,,x,C8S24,STRAZZERI
PIAZZETTA,MONTELEONE,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VIA,MONTELEONE,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VICOLO,MONTELEONE (1),,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VICOLO,MONTELEONE (2),,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VIA,MONTELLO,,8,bisett.,x,,,x,,,C8B41,MOZART
VIA,MONTENERO,,8,sett.,,,,x,,,C8S40,MOZART
VIA,MONTEPELLEGRINO,Petrocelli - Cantieri,8,bisett.,,,x,,,x,C8B16,STRAZZERI
VIA,MONTEPELLEGRINO,Cantieri - Ruggero Loria,8,bisett.,,,x,,,x,C8B16,STRAZZERI
VIA,MONTEPELLEGRINO,"Cascino - Petrocelli/Loria compresa area pedonale
altezza Via Angiò",8,bisett.,,x,,,x,,C8B15,STRAZZERI
PIAZZETTA,MONTESANTO,,1,bisett.,,,x,,,x,C1B03,INGHAM
VIA,MONTESANTO,,1,bisett.,,,x,,,x,C1B03,INGHAM
VIA,MONTEVERDI CLAUDIO,,8,sett.,x,,,,,,C8S25,MOZART
PIAZZA,MONTEVERGINI,,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
VIA,MONTEVERGINI,,1,bisett.,x,,,x,,,C1B19,CAMPISI
VIA,MONTISORO GIORGIO,,8,giorn.,x,x,x,x,x,x,C8G09,STRAZZERI
VIA,MONTUORO RINALDO,Holm-Lancia di Brolo,8,sett.,,,,,x,,C8S29,MOZART
PIAZZA,MORDINI ANTONIO,,8,giorn.,x,x,x,x,x,x,C8G08,STRAZZERI
CORTILE,MORELLA (PEDONALE),,1,sett.,,x,,,,,C1S15,CAMPISI
VIA,MORELLO NUNZIO,"Cesareo - Rapisardi (compresa villetta tra Via Marchesi e
Via Cesareo)",8,bisett.,,,x,,,x,C8B50,MOZART
VIA,MORELLO NUNZIO,Rapisardi - Notarbartolo,8,bisett.,,x,,,x,,C8B48,MOZART
VIA,MORELLO NUNZIO,Almejda - Notarbartolo,8,bisett.,x,,,x,,,C8B23,MOZART
VICOLO,MORI,,1,sett.,,,,x,,,C1S04,STRAZZERI
VICOLO,MORICI,,8,sett.,,,,x,,,C8S04,STRAZZERI
PIAZZETTA,MORO ALDO,,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
VIA,MORSELLI EMANUELE,,8,bisett.,x,,,x,,,C8B20,MOZART
VIA,MOSCATELLO PIETRO,,8,sett.,x,,,,,,C8S09,MOZART
VIA,MOSTACCI IACOPO,,8,sett.,,,,,x,,C8S29,MOZART
VIA,MOZART WOLFGANG AMADEUS,,8,sett.,,x,,,,,C8S33,MOZART
VIA,MP. 4,,8,sett.,x,,,,,,C8S31,MOZART
PIAZZETTA,MULINO A VENTO,,8,bisett.,,,x,,,x,C8B06,STRAZZERI
VIA,MUNTER FEDERICO,,8,sett.,x,,,,,,C8S31,MOZART
VIA,MURA DELLA LUPA,,1,giorn.,x,x,x,x,x,x,C1G05,INGHAM
GRADIN.,MURA DELLE CATTIVE,Porta Felice - Salita Mura delle Cattive,1,bisett.,,,x,,,x,C1B05,INGHAM
SALITA,MURA DELLE CATTIVE,,1,giorn.,x,x,x,x,x,x,C1G01,INGHAM
VIA,MURA DI PORTA CARINI,Papireto - Del Noviziato,1,giorn.,x,x,x,x,x,x,C1G09,STRAZZERI
VIA,MURA DI PORTA CARINI,Impallomeni - Porta Carini,1,giorn.,x,x,x,x,x,x,C1G09,STRAZZERI
VIA,MURA DI PORTA MONTALTO,,1,bisett.,,x,,,x,,C1B14,CAMPISI
VIA,MURA DI SAN VITO,,1,trisett.,x,,x,,x,,C1T10,STRAZZERI
VICOLO,MURANA,,8,sett.,,,,x,,,C8S04,STRAZZERI
VIA,MUSCO ANGELO,,1,sett.,,,x,,,,C1S10,CAMPISI
VICOLO,MUZIO (PAL.REALE),,1,sett.,,,,x,,,C1S17,CAMPISI
CORTILE,MUZIO (PALAZZO REALE),,1,sett.,,,,x,,,C1S17,CAMPISI
VIA,MUZIO SALVO ROSINA,,8,sett.,,x,,,,,C8S02,STRAZZERI
VIA,NAPOLI,Roma - Teatro Biondo,1,giorn.,x,x,x,x,x,x,C1G12,STRAZZERI
VIA,NAPOLI,Maqueda - Teatro Biondo,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
PIAZZA,NAPOLI FRANCESCO,,8,bisett.,,x,,,x,,C8B31,STRAZZERI
PIAZZA,NASCE' FRANCESCO,,8,giorn.,x,x,x,x,x,x,C8G07,STRAZZERI
VIA,NASELLI GIOVAN BATTISTA,,8,sett.,,,,x,,,C8S10,MOZART
VIA,NASI NUNZIO,,1,sett.,,,x,,,,C1S16,CAMPISI
VIA,NASO GIOVANNI,,1,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
LARGO,NATOLI LUCIANA già VIA Z. 85,,8,bisett.,,x,,,x,,C8B27,STRAZZERI
VIA,NATOLI LUIGI,,8,bisett.,,,x,,,x,C8B25,MOZART
VIA,NICASTRO GUSTAVO AMM.,,8,sett.,,,x,,,,C8S21,MOZART
PIAZZA,NICOSIA ANGELO,,8,bisett.,x,,,x,,,C8B39,MOZART
VIA,NIGRA COSTANTINO,Salinas - P.pe di Villafranca,8,bisett.,,,x,,,x,C8B25,MOZART
VIA,NIGRA COSTANTINO,P.pe di Villafranca - Garzilli,8,trisett.,x,,x,,x,,C8T15,STRAZZERI
VICOLO,NISCEMI,,1,bisett.,,,x,,,x,C1B05,INGHAM
VICOLO,NOCE,,1,sett.,x,,,,,,C1S14,CAMPISI
VIA,NOTARBARTOLO EMANUELE,"Ziino - Boiardo (compresa bretella laterale Malaspina -
Respighi)",8,trisett.,,x,,x,,x,C8T27,MOZART
VIA,NOTARBARTOLO EMANUELE,Libertà - Boiardo,8,giorn.,x,x,x,x,x,x,C8G12,MOZART
VIA,NOTO,,8,bisett.,,,x,,,x,C8B25,MOZART
PIAZZA,NOVELLI PIETRO,,1,bisett.,,x,,,x,,C1B17,CAMPISI
VIA,NOVELLI PIETRO,,1,bisett.,,x,,,x,,C1B17,CAMPISI
PIAZZA,NOVIZIATO,,1,bisett.,x,,,x,,,C1B12,STRAZZERI
VICOLO,NUOVO,,1,sett.,,,,x,,,C1S11,CAMPISI
CORTILE,OLIVELLA,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
PIAZZA,OLIVELLA,,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
VIA,OMODEI FRANCESCO,,8,bisett.,,x,,,x,,C8B08,STRAZZERI
VIA,ONORATO,,8,bisett.,,x,,,x,,C8B02,STRAZZERI
VIA,ONUFRIO ENRICO,,8,bisett.,,,x,,,x,C8B50,MOZART
LARGO,ORCEL GIOVANNI,,8,trisett.,,x,,x,,x,C8T22,STRAZZERI
VIA,ORECCHIO,,8,bisett.,,x,,,x,,C8B02,STRAZZERI
VIA,ORLANDO DIEGO,,1,sett.,,,,x,,,C1S17,CAMPISI
VIA,ORLANDO FRATELLI,,1,sett.,,,x,,,,C1S03,STRAZZERI
PIAZZA,ORLANDO VITTORIO EMANUELE,compreso portici,1,giorn.,x,x,x,x,x,x,C1G10,STRAZZERI
PIAZZA,ORLANDO VITTORIO EMANUELE,"C.so F. Aprile - Turrisi (entrambe le carreggiate
sopraelevate)",1,trisett.,x,,x,,x,,C1T11,STRAZZERI
VIA,OROLOGIO,,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
VIA,ORSINI VINCENZO,Delle Croci - Albanese,8,bisett.,x,,,x,,,C8B10,STRAZZERI
VIA,ORTOLANI EMANUELE,,8,bisett.,,,x,,,x,C8B12,STRAZZERI
VIA,OSPIZIO DI BENEFICENZA,,8,giorn.,x,x,x,x,x,x,C8G02,STRAZZERI
VIA,OTTAVIO D'ARAGONA,,8,bisett.,,,x,,,x,C8B03,STRAZZERI
LARGO,P.P. 1,,1,bisett.,x,,,x,,,C1B16,CAMPISI
VIA,PACINOTTI ANTONIO,entrambe le carreggiate,8,bisett.,x,,,x,,,C8B58,MOZART
VIA,PADRE GIORDANO CASCINI,,8,trisett.,x,,x,,x,,C8T29,PARTANNA
VIA,PAGANINI NICCOLO',,8,sett.,x,,,,,,C8S25,MOZART
VIA,PAGANO GIOVAN BATTISTA,,1,giorn.,x,x,x,x,x,x,C1G09,STRAZZERI
VIA,PAIS ETTORE,,8,sett.,x,,,,,,C8S01,STRAZZERI
VIA,PAISIELLO GIOVANNI,Regione Siciliana - Galilei,8,sett.,,,x,,,,C8S32,MOZART
VIA,PAISIELLO GIOVANNI,Galilei - P.pe di Palagonia,8,sett.,,x,,,,,C8S33,MOZART
VICOLO,PALAGONIA ALL'ALLORO,,1,trisett.,,x,,x,,x,C1T06,INGHAM
VIA,PALESTRA,,8,sett.,,,,,x,,C8S23,MOZART
VICOLO,PALMENTIERI,,1,giorn.,x,x,x,x,x,x,C1G08,STRAZZERI
VICOLO,PANDOLFINI,,8,sett.,,,,x,,,C8S40,MOZART
VIA,PANNERIA,,1,trisett.,x,,x,,x,,C1T09,STRAZZERI
VIA,PANNIERI,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
VICOLO,PANORMITA,,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
VIA,PANTALEONE RODRIGO,,8,sett.,x,,,,,,C8S09,MOZART
VIA,PANTELLERIA,,1,trisett.,,x,,x,,x,C1T12,STRAZZERI
VIA,PAOLO VI PAPA,,8,sett.,,,,x,,,C8S22,MOZART
VIA,PAOLUCCI DE CALBOLI FULCERI,,8,bisett.,,,x,,,x,C8B25,MOZART
VIA,PAPAS GAETANO PETROTTA,,8,sett.,,,,x,,,C8S04,STRAZZERI
PIAZZA,PAPIRETO,compresa scalinata di collegamento con Via Papireto,1,bisett.,,,x,,,x,C1B11,STRAZZERI
VIA,PAPIRETO,,1,trisett.,x,,x,,x,,C1T11,STRAZZERI
PIAZZALE,"PAPPALARDO SALVATORE
CARDINALE",,8,trisett.,x,,x,,x,,C8T29,PARTANNA
VIA,PARDI CARMELO,,1,trisett.,x,,x,,x,,C1T04,INGHAM
LARGO,PARINI GIUSEPPE (strada privata chiusa),,8,,,,,,,,"strada privata
chiusa",
VICOLO,PARISI (V GIARDINACCIO),,1,sett.,x,,,,,,C1S08,CAMPISI
VIA,PARISI ENRICO,,8,trisett.,x,,x,,x,,C8T10,STRAZZERI
VIA,PARROCCHIA DEI TARTARI,,1,sett.,,x,,,,,C1S09,CAMPISI
SALITA,PARTANNA,,1,giorn.,x,x,x,x,x,x,C1G05,INGHAM
VIA,PASCOLI GIOVANNI,,8,bisett.,,,x,,,x,C8B49,MOZART
LARGO,PASQUALINO FRANCESCO,,8,bisett.,,x,,,x,,C8B31,STRAZZERI
VIA,PASQUALINO FRANCESCO,,8,bisett.,,,x,,,x,C8B12,STRAZZERI
VIA,PASUBIO,,8,bisett.,x,,,x,,,C8B41,MOZART
VIA,PATANIA GIUSEPPE,,1,bisett.,x,,,x,,,C1B09,STRAZZERI
VICOLO,PATERNA,,1,trisett.,,x,,x,,x,C1T08,STRAZZERI
VICOLO,PATERNO',,1,sett.,,,,x,,,C1S04,STRAZZERI
VIA,PATERNOSTRO ALESSANDRO,,1,giorn.,x,x,x,x,x,x,C1G04,INGHAM
VIA,PATERNOSTRO PAOLO,Via P.pe di Villafranca - P.zza Castelnuovo,8,trisett.,,x,,x,,x,C8T04,STRAZZERI
VIA,PATERNOSTRO PAOLO,P.za Amendola - Via P.pe di Villafranca,8,trisett.,,x,,x,,x,C8T02,STRAZZERI
VIA,PATTI FILIPPO,,1,bisett.,,x,,,x,,C1B06,STRAZZERI
VIA,PATUANO,,8,sett.,x,,,,,,C8S01,STRAZZERI
VIA,PAVIA,,1,sett.,,x,,,,,C1S09,CAMPISI
PASSAGGIO,PECORAINO LORENZO,,8,sett.,,,,,,x,C8S11,MOZART
VIA,PECORARO ANTONINO LOMBARDO,,8,bisett.,,,x,,,x,C8B50,MOZART
VICOLO,PENNINELLO,,1,sett.,,,,x,,,C1S11,CAMPISI
VIA,PEPE FLORESTANO,,8,trisett.,,x,,x,,x,C8T07,STRAZZERI
VIA,PERALTA GUGLIELMO,,8,sett.,,x,,,,,C8S20,MOZART
PIAZZA,PERANNI DOMENICO,,1,bisett.,,,x,,,x,C1B11,STRAZZERI
VIA,PERGOLESI GIOVAN BATTISTA,,8,sett.,,x,,,,,C8S33,MOZART
VIA,PEROSI LORENZO,,8,bisett.,x,,,x,,,C8B51,MOZART
VIA,PERSANO AMMIRAGLIO,Loria - oltre Arena,8,sett.,x,,,,,,C8S13,STRAZZERI
VIA,PERSANO AMMIRAGLIO,accesso da via Madre Carmela Prestigiacomo,8,sett.,x,,,,,,C8S13,STRAZZERI
VICOLO,PESACANNONE,,1,sett.,,,,,,x,C1S13,CAMPISI
VIA,PETRARCA FRANCESCO,,8,bisett.,,,x,,,x,C8B46,MOZART
VIA,PETROCELLI BIAGIO,,8,bisett.,,,x,,,x,C8B16,STRAZZERI
VIA,PIANO DELL'UCCIARDONE,Via Scinà - P.zza Giachery,8,bisett.,,,x,,,x,C8B09,STRAZZERI
VIA,PIANO DELL'UCCIARDONE,Carreggiata di sosta lato porto,8,bisett.,,,x,,,x,C8B09,STRAZZERI
VIA,PIAZZI GIUSEPPE,,8,sett.,,,,,,x,C8S06,STRAZZERI
VIA,PIEDILEGNO,,8,sett.,,,,x,,,C8S40,MOZART
VIALE,PIEMONTE,,8,bisett.,,,x,,,x,C8B40,MOZART
VIA,PIER DELLE VIGNE,,8,bisett.,,x,,,x,,C8B08,STRAZZERI
VIA,PIER LUIGI DA PALESTRINA,,8,sett.,,,x,,,,C8S27,MOZART
VICOLO,PIETA' A PALAZZO REALE,Tesauro - Albergheria,1,sett.,,x,,,,,C1S15,CAMPISI
VICOLO,PIETA' A PALAZZO REALE,Nasi - Tesauro F.P.,1,sett.,,,x,,,,C1S16,CAMPISI
VICOLO,PIETA' A S.ONOFRIO,,1,sett.,,,,,x,,C1S05,STRAZZERI
VIA,PIGNATELLI ARAGONA,,8,bisett.,,,x,,,x,C8B30,STRAZZERI
VICOLO,PILICELLI,,1,sett.,x,,,,,,C1S01,STRAZZERI
VIA,PILO ROSOLINO,,8,trisett.,x,,x,,x,,C8T03,STRAZZERI
VICOLO,PIPITONE,,8,sett.,,,,,,x,C8S24,STRAZZERI
VIA,PIPITONE FEDERICO GIUSEPPE,Leopardi - Morello,8,bisett.,,,x,,,x,C8B49,MOZART
VIA,PIPITONE FEDERICO GIUSEPPE,Leopardi - Petrarca,8,bisett.,x,,,x,,,C8B47,MOZART
VIA,PIPITONE FEDERICO GIUSEPPE,Petrarca - Libertà,8,bisett.,,x,,,x,,C8B45,MOZART
VIA,PIRAINO LETO ANGELO,Cirrincione - Autonomia Siciliana,8,sett.,x,,,,,,C8S09,MOZART
VIA,PIRANDELLO LUIGI,,8,bisett.,,x,,,x,,C8B45,MOZART
VIA,PISA,,1,bisett.,,,x,,,x,C1B03,INGHAM
VICOLO,PISTONE,,1,sett.,,,,,,x,C1S13,CAMPISI
VIA,PIZZETTI ILDEBRANDO,,8,sett.,,x,,,,,C8S26,MOZART
VIA,PIZZUTO,,1,bisett.,,,x,,,x,C1B08,STRAZZERI
VIA,PLATEN AUGUSTO,,8,sett.,,,,,,x,C8S30,MOZART
VIA,POLA,,1,sett.,,x,,,,,C1S09,CAMPISI
VIA,PONTICELLO,,1,giorn.,x,x,x,x,x,x,C1G15,CAMPISI
PIAZZA,PORRETTI,,8,sett.,x,,,,,,C8S13,STRAZZERI
VIA,PORRETTI,,8,sett.,x,,,,,,C8S13,STRAZZERI
PIAZZA,PORTA CARINI,,1,trisett.,x,,x,,x,,C1T10,STRAZZERI
VIA,PORTA CARINI,,1,giorn.,x,x,x,x,x,x,mercati,INGHAM -RD
